,activity_id,person_id,distance_meters,duration_seconds,mode,travel_purpose,previous_activity_type,start_time,start_local_hour,end_time,end_local_hour,origin_bgrp,origin_bgrp_lat,origin_bgrp_lng,destination_bgrp,destination_bgrp_lat,destination_bgrp_lng,vehicle_type,vehicle_fuel_type,vehicle_fuel_technology,start_within_boundary,start_datetime,start_timestamp
14723,1110047819427800470,17104227711757543459,1448.4059616303446,360,BIKING,SCHOOL,HOME,2019-10-10 09:24:06 America/New_York,9,2019-10-10 09:30:56 America/New_York,9,250173526002,42.3704,-71.0924,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:24:06,2019-10-10 09:24:06
14744,11599406092604744195,17485956642968485026,482.8020191848277,180,BIKING,SCHOOL,HOME,2019-10-10 09:24:06 America/New_York,9,2019-10-10 09:27:45 America/New_York,9,250173522001,42.3719,-71.0851,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:24:06,2019-10-10 09:24:06
14891,11314249572106660787,5868078127168315104,482.8020191848277,60,BIKING,HOME,SHOP,2019-10-10 09:29:38 America/New_York,9,2019-10-10 09:31:16 America/New_York,9,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:29:38,2019-10-10 09:29:38
14979,3425027145570977576,1251156597241000985,160.93400239810347,60,BIKING,WORK,HOME,2019-10-10 09:30:47 America/New_York,9,2019-10-10 09:31:58 America/New_York,9,250173524002,42.3642,-71.0903,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:30:47,2019-10-10 09:30:47
15249,11614222515807855931,15201384755676313490,321.86800479620695,60,BIKING,SCHOOL,HOME,2019-10-10 09:32:57 America/New_York,9,2019-10-10 09:34:13 America/New_York,9,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:32:57,2019-10-10 09:32:57
15251,16454347485654071533,11242020354849620565,804.67,120,BIKING,SCHOOL,HOME,2019-10-10 09:32:57 America/New_York,9,2019-10-10 09:35:50 America/New_York,9,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:32:57,2019-10-10 09:32:57
15287,7285214734744143644,2979341668277010926,482.8020191848277,180,BIKING,SCHOOL,HOME,2019-10-10 09:32:57 America/New_York,9,2019-10-10 09:36:29 America/New_York,9,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:32:57,2019-10-10 09:32:57
15373,9167677306718397777,18282110790046737195,321.86800479620695,60,BIKING,HOME,SHOP,2019-10-10 09:34:00 America/New_York,9,2019-10-10 09:35:20 America/New_York,9,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:34:00,2019-10-10 09:34:00
15842,14187954882239843004,6877268467767382733,321.86800479620695,0,BIKING,WORK,HOME,2019-10-10 09:39:00 America/New_York,9,2019-10-10 09:39:52 America/New_York,9,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:39:00,2019-10-10 09:39:00
16038,9262596808532323621,9233790120620783131,2896.811923260689,540,BIKING,HOME,WORK,2019-10-10 09:41:00 America/New_York,9,2019-10-10 09:50:45 America/New_York,9,250173521021,42.3667,-71.0763,250173521022,42.3713,-71.0801,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:41:00,2019-10-10 09:41:00
16174,11397661185878993003,770783654498185998,482.8020191848277,60,BIKING,WORK,HOME,2019-10-10 09:43:00 America/New_York,9,2019-10-10 09:44:45 America/New_York,9,250173523002,42.3654,-71.0811,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:43:00,2019-10-10 09:43:00
16193,15302602493488534353,16538354777941590947,321.86800479620695,60,BIKING,SHOP,HOME,2019-10-10 09:43:28 America/New_York,9,2019-10-10 09:44:46 America/New_York,9,250173521022,42.3713,-71.0801,250173521022,42.3713,-71.0801,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:43:28,2019-10-10 09:43:28
16282,16168288792265453552,14454682086097442995,1448.4059616303446,360,BIKING,SCHOOL,HOME,2019-10-10 09:44:03 America/New_York,9,2019-10-10 09:50:12 America/New_York,9,250173523001,42.3678,-71.0855,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:44:03,2019-10-10 09:44:03
16531,7517799256928659393,18261235816072699409,321.86800479620695,60,BIKING,SHOP,HOME,2019-10-10 09:50:39 America/New_York,9,2019-10-10 09:52:25 America/New_York,9,250173522001,42.3719,-71.0851,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 09:50:39,2019-10-10 09:50:39
17639,7193261435039147192,11693411357211647632,1448.4059616303446,300,BIKING,SCHOOL,HOME,2019-10-10 10:10:00 America/New_York,10,2019-10-10 10:15:47 America/New_York,10,250173526001,42.3696,-71.0897,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:10:00,2019-10-10 10:10:00
17836,14810105746889240976,17462172391034899613,321.86800479620695,60,BIKING,SHOP,HOME,2019-10-10 10:14:00 America/New_York,10,2019-10-10 10:15:14 America/New_York,10,250173526002,42.3704,-71.0924,250173524001,42.3657,-71.0893,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:14:00,2019-10-10 10:14:00
17987,1097990438790349849,3796824719110303007,1287.4720191848278,240,BIKING,SHOP,SHOP,2019-10-10 10:16:00 America/New_York,10,2019-10-10 10:20:57 America/New_York,10,250173521021,42.3667,-71.0763,250173524001,42.3657,-71.0893,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:16:00,2019-10-10 10:16:00
18301,17268607612893566500,6758029150267633942,1609.34,300,BIKING,HOME,WORK,2019-10-10 10:31:00 America/New_York,10,2019-10-10 10:36:29 America/New_York,10,250173531022,42.3592,-71.0862,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:31:00,2019-10-10 10:31:00
18530,14862512846790465546,5674514639464816572,1770.2740383696555,420,BIKING,WORK,RECREATION,2019-10-10 10:34:00 America/New_York,10,2019-10-10 10:41:18 America/New_York,10,250173524002,42.3642,-71.0903,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:34:00,2019-10-10 10:34:00
18906,848814392162488635,11296944685620799612,1609.34,420,BIKING,SCHOOL,HOME,2019-10-10 10:38:00 America/New_York,10,2019-10-10 10:45:14 America/New_York,10,250173524002,42.3642,-71.0903,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:38:00,2019-10-10 10:38:00
18955,17307549773545930872,10583957356070211512,160.93400239810347,0,BIKING,SHOP,HOME,2019-10-10 10:39:00 America/New_York,10,2019-10-10 10:39:41 America/New_York,10,250173526002,42.3704,-71.0924,250173524001,42.3657,-71.0893,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:39:00,2019-10-10 10:39:00
19000,15226690160844199298,16818342764679113057,1609.34,300,BIKING,EAT,HOME,2019-10-10 10:39:00 America/New_York,10,2019-10-10 10:44:17 America/New_York,10,250173521022,42.3713,-71.0801,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:39:00,2019-10-10 10:39:00
19039,9763858166162504194,15401928567024617773,482.8020191848277,180,BIKING,SHOP,HOME,2019-10-10 10:40:00 America/New_York,10,2019-10-10 10:43:35 America/New_York,10,250173523002,42.3654,-71.0811,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:40:00,2019-10-10 10:40:00
19072,15167997727699808334,11378751574977124864,321.86800479620695,120,BIKING,WORK,HOME,2019-10-10 10:40:49 America/New_York,10,2019-10-10 10:43:38 America/New_York,10,250173524002,42.3642,-71.0903,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:40:49,2019-10-10 10:40:49
19086,10859262149804231071,2511583858029881932,321.86800479620695,60,BIKING,WORK,HOME,2019-10-10 10:40:49 America/New_York,10,2019-10-10 10:41:56 America/New_York,10,250173526002,42.3704,-71.0924,250173526002,42.3704,-71.0924,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:40:49,2019-10-10 10:40:49
19159,6486574573504842787,4461592006213343226,804.67,180,BIKING,EAT,HOME,2019-10-10 10:41:00 America/New_York,10,2019-10-10 10:44:05 America/New_York,10,250173531022,42.3592,-71.0862,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:41:00,2019-10-10 10:41:00
19340,1189719744336941382,10892489015700961883,1448.4059616303446,240,BIKING,EAT,SCHOOL,2019-10-10 10:44:00 America/New_York,10,2019-10-10 10:48:54 America/New_York,10,250173524001,42.3657,-71.0893,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 10:44:00,2019-10-10 10:44:00
20019,17903789886749958137,1530750467155587562,1609.34,360,BIKING,EAT,HOME,2019-10-10 11:02:00 America/New_York,11,2019-10-10 11:08:03 America/New_York,11,250173521022,42.3713,-71.0801,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:02:00,2019-10-10 11:02:00
20070,16723962580976153256,18124311007194431809,2092.1419232606886,420,BIKING,RECREATION,HOME,2019-10-10 11:03:00 America/New_York,11,2019-10-10 11:10:29 America/New_York,11,250173523001,42.3678,-71.0855,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:03:00,2019-10-10 11:03:00
20323,3474957775202334654,3796824719110303007,1448.4059616303446,240,BIKING,HOME,SHOP,2019-10-10 11:07:00 America/New_York,11,2019-10-10 11:11:59 America/New_York,11,250173524001,42.3657,-71.0893,250173521022,42.3713,-71.0801,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:07:00,2019-10-10 11:07:00
20444,12467688207682687287,14889472801027818643,1126.5379808151722,360,BIKING,EAT,HOME,2019-10-10 11:09:00 America/New_York,11,2019-10-10 11:15:12 America/New_York,11,250173523001,42.3678,-71.0855,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:09:00,2019-10-10 11:09:00
20462,7221568605044490424,6608058834136330724,643.7360095924139,240,BIKING,EAT,HOME,2019-10-10 11:09:00 America/New_York,11,2019-10-10 11:13:07 America/New_York,11,250173521021,42.3667,-71.0763,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:09:00,2019-10-10 11:09:00
20545,15881901412941246540,2945922762452155498,160.93400239810347,0,BIKING,EAT,HOME,2019-10-10 11:10:52 America/New_York,11,2019-10-10 11:11:11 America/New_York,11,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:10:52,2019-10-10 11:10:52
21091,11092598816906206173,3981516664385063643,321.86800479620695,300,BIKING,MAINTENANCE,HOME,2019-10-10 11:30:00 America/New_York,11,2019-10-10 11:35:12 America/New_York,11,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:30:00,2019-10-10 11:30:00
21180,17815107993084364937,6426560797956398978,965.6040383696557,180,BIKING,WORK,HOME,2019-10-10 11:31:00 America/New_York,11,2019-10-10 11:34:03 America/New_York,11,250173526002,42.3704,-71.0924,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:31:00,2019-10-10 11:31:00
21215,10030498990067204650,13966565424502752133,1609.34,300,BIKING,WORK,HOME,2019-10-10 11:31:43 America/New_York,11,2019-10-10 11:36:53 America/New_York,11,250173522001,42.3719,-71.0851,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:31:43,2019-10-10 11:31:43
21216,9610830046205363272,13280913448187319437,1770.2740383696555,300,BIKING,WORK,HOME,2019-10-10 11:31:43 America/New_York,11,2019-10-10 11:37:31 America/New_York,11,250173522001,42.3719,-71.0851,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:31:43,2019-10-10 11:31:43
21229,10187013848639619029,7553227829215763362,643.7360095924139,120,BIKING,WORK,HOME,2019-10-10 11:31:43 America/New_York,11,2019-10-10 11:34:27 America/New_York,11,250173531022,42.3592,-71.0862,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:31:43,2019-10-10 11:31:43
21303,11106874040821038279,11562589155503507805,160.93400239810347,0,BIKING,EAT,HOME,2019-10-10 11:33:00 America/New_York,11,2019-10-10 11:33:28 America/New_York,11,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:33:00,2019-10-10 11:33:00
21868,12192890240582524277,5799562463516129035,1931.2080767393109,360,BIKING,SOCIAL,HOME,2019-10-10 11:40:00 America/New_York,11,2019-10-10 11:46:38 America/New_York,11,250173523001,42.3678,-71.0855,250173521021,42.3667,-71.0763,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:40:00,2019-10-10 11:40:00
22084,14517901529539349529,16818342764679113057,1609.34,300,BIKING,HOME,EAT,2019-10-10 11:44:00 America/New_York,11,2019-10-10 11:49:20 America/New_York,11,250173524002,42.3642,-71.0903,250173521022,42.3713,-71.0801,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 11:44:00,2019-10-10 11:44:00
22495,11587412632669465558,3614781966944927277,1448.4059616303446,300,BIKING,WORK,HOME,2019-10-10 12:01:00 America/New_York,12,2019-10-10 12:06:16 America/New_York,12,250173526002,42.3704,-71.0924,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:01:00,2019-10-10 12:01:00
22593,2454970486525925243,870416334143488196,1931.2080767393109,360,BIKING,WORK,EAT,2019-10-10 12:02:00 America/New_York,12,2019-10-10 12:08:40 America/New_York,12,250173521022,42.3713,-71.0801,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:02:00,2019-10-10 12:02:00
22869,8057286454995229432,2496576830794877420,804.67,120,BIKING,WORK,HOME,2019-10-10 12:06:00 America/New_York,12,2019-10-10 12:08:54 America/New_York,12,250173526001,42.3696,-71.0897,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:06:00,2019-10-10 12:06:00
23080,12648010939238822122,5505761299234666746,321.86800479620695,60,BIKING,SHOP,OTHER_ACTIVITY_TYPE,2019-10-10 12:09:00 America/New_York,12,2019-10-10 12:10:01 America/New_York,12,250173526002,42.3704,-71.0924,250173526002,42.3704,-71.0924,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:09:00,2019-10-10 12:09:00
23103,8921014916489963435,7285127681025117180,321.86800479620695,60,BIKING,WORK,HOME,2019-10-10 12:09:00 America/New_York,12,2019-10-10 12:10:20 America/New_York,12,250173526002,42.3704,-71.0924,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:09:00,2019-10-10 12:09:00
23161,4110277464174516640,16429980577710695637,965.6040383696557,180,BIKING,WORK,HOME,2019-10-10 12:10:00 America/New_York,12,2019-10-10 12:13:21 America/New_York,12,250173526001,42.3696,-71.0897,250173524001,42.3657,-71.0893,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:10:00,2019-10-10 12:10:00
23195,10716090881899075086,7585419190941339281,321.86800479620695,0,BIKING,RECREATION,MAINTENANCE,2019-10-10 12:10:15 America/New_York,12,2019-10-10 12:11:03 America/New_York,12,250173521021,42.3667,-71.0763,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:10:15,2019-10-10 12:10:15
23205,4113378494477900173,785959838717969225,482.8020191848277,60,BIKING,HOME,EAT,2019-10-10 12:10:15 America/New_York,12,2019-10-10 12:12:05 America/New_York,12,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:10:15,2019-10-10 12:10:15
23286,13065907441229297238,11287332494936110219,160.93400239810347,60,BIKING,RECREATION,HOME,2019-10-10 12:12:00 America/New_York,12,2019-10-10 12:13:59 America/New_York,12,250173521022,42.3713,-71.0801,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:12:00,2019-10-10 12:12:00
23410,11572560753784977197,12490560686989665698,482.8020191848277,60,BIKING,SOCIAL,SCHOOL,2019-10-10 12:13:00 America/New_York,12,2019-10-10 12:14:32 America/New_York,12,250173531022,42.3592,-71.0862,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:13:00,2019-10-10 12:13:00
23439,12576427061118248019,8564137889488671762,160.93400239810347,0,BIKING,WORK,HOME,2019-10-10 12:14:00 America/New_York,12,2019-10-10 12:14:32 America/New_York,12,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:14:00,2019-10-10 12:14:00
23503,16357849668056750856,1331624409214085480,321.86800479620695,0,BIKING,SOCIAL,HOME,2019-10-10 12:15:00 America/New_York,12,2019-10-10 12:15:53 America/New_York,12,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:15:00,2019-10-10 12:15:00
23523,10267812972297202270,6426560797956398978,1126.5379808151722,180,BIKING,HOME,WORK,2019-10-10 12:15:00 America/New_York,12,2019-10-10 12:18:46 America/New_York,12,250173522001,42.3719,-71.0851,250173526002,42.3704,-71.0924,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:15:00,2019-10-10 12:15:00
23608,17332213894078348431,9713361066293565370,482.8020191848277,60,BIKING,RECREATION,HOME,2019-10-10 12:18:21 America/New_York,12,2019-10-10 12:20:08 America/New_York,12,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:18:21,2019-10-10 12:18:21
23613,10070351674455878284,18322188467808338977,160.93400239810347,0,BIKING,EAT,HOME,2019-10-10 12:18:21 America/New_York,12,2019-10-10 12:18:48 America/New_York,12,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:18:21,2019-10-10 12:18:21
23621,2387200206079455974,16192589351287630814,160.93400239810347,0,BIKING,RECREATION,HOME,2019-10-10 12:18:21 America/New_York,12,2019-10-10 12:18:41 America/New_York,12,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:18:21,2019-10-10 12:18:21
23623,541245806774074022,7099650463875449938,321.86800479620695,0,BIKING,MAINTENANCE,HOME,2019-10-10 12:18:21 America/New_York,12,2019-10-10 12:19:18 America/New_York,12,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:18:21,2019-10-10 12:18:21
23823,6557588545761870712,7966293234537730773,482.8020191848277,60,BIKING,RECREATION,HOME,2019-10-10 12:26:49 America/New_York,12,2019-10-10 12:28:34 America/New_York,12,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:26:49,2019-10-10 12:26:49
23861,3783142489260140676,11771923036057065467,482.8020191848277,60,BIKING,RECREATION,HOME,2019-10-10 12:27:46 America/New_York,12,2019-10-10 12:29:20 America/New_York,12,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:27:46,2019-10-10 12:27:46
23900,16405194794888783188,8177943853369218542,160.93400239810347,0,BIKING,SHOP,HOME,2019-10-10 12:27:46 America/New_York,12,2019-10-10 12:28:22 America/New_York,12,250173522001,42.3719,-71.0851,250173522001,42.3719,-71.0851,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:27:46,2019-10-10 12:27:46
23947,15384185305367603426,867330242828534596,321.86800479620695,0,BIKING,RECREATION,HOME,2019-10-10 12:27:46 America/New_York,12,2019-10-10 12:28:36 America/New_York,12,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:27:46,2019-10-10 12:27:46
24158,12256686251831753100,10408667054133157356,482.8020191848277,60,BIKING,EAT,HOME,2019-10-10 12:31:00 America/New_York,12,2019-10-10 12:32:39 America/New_York,12,250173523002,42.3654,-71.0811,250173523002,42.3654,-71.0811,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:31:00,2019-10-10 12:31:00
24364,17283651839160124250,1331624409214085480,321.86800479620695,60,BIKING,HOME,SOCIAL,2019-10-10 12:33:00 America/New_York,12,2019-10-10 12:34:44 America/New_York,12,250173523001,42.3678,-71.0855,250173523001,42.3678,-71.0855,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:33:00,2019-10-10 12:33:00
24498,12561620081786974776,12490560686989665698,321.86800479620695,60,BIKING,SCHOOL,SOCIAL,2019-10-10 12:35:00 America/New_York,12,2019-10-10 12:36:06 America/New_York,12,250173531022,42.3592,-71.0862,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:35:00,2019-10-10 12:35:00
24632,2496997573098099650,15233725638276656578,804.67,240,BIKING,SHOP,WORK,2019-10-10 12:36:00 America/New_York,12,2019-10-10 12:40:36 America/New_York,12,250173531022,42.3592,-71.0862,250173531022,42.3592,-71.0862,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:36:00,2019-10-10 12:36:00
24891,17218551687175945104,4174001578324227560,160.93400239810347,60,BIKING,EAT,HOME,2019-10-10 12:40:00 America/New_York,12,2019-10-10 12:41:27 America/New_York,12,250173524002,42.3642,-71.0903,250173524002,42.3642,-71.0903,UNKNOWN_VEHICLE_TYPE,UNKNOWN_FUEL_TYPE,UNKNOWN_FUEL_TECHNOLOGY,False,2019-10-10 12:40:00,2019-10-10 12:40:00
